MK18 1SB,0.00,0.00
MK18 1NH,0.02,0.01
MK18 1RS,0.03,0.02
MK18 1NT,0.04,0.02
MK18 1PU,0.04,0.02
MK18 1RP,0.05,0.03
MK18 1WR,0.06,0.04
MK18 9DD,0.08,0.05
MK18 9DF,0.08,0.05
MK18 8AW,0.08,0.05
MK18 8AX,0.08,0.05
MK18 9DL,0.08,0.05
MK18 8AZ,0.08,0.05
MK18 9DP,0.08,0.05
MK18 9DR,0.08,0.05
MK18 9DS,0.08,0.05
MK18 9DU,0.08,0.05
MK18 9DW,0.08,0.05
MK18 9DX,0.08,0.05
MK18 9BX,0.09,0.05
MK18 9AP,0.09,0.05
MK18 9AW,0.09,0.05
MK18 4YZ,0.09,0.05
MK18 5ZR,0.09,0.05
MK18 4DQ,0.09,0.05
MK18 1ZR,0.09,0.05
MK18 1TQ,0.09,0.05
MK18 1WZ,0.09,0.05
MK18 1AA,0.09,0.05
MK18 4ZS,0.09,0.05
MK18 8AR,0.09,0.05
MK18 9BW,0.09,0.05
MK18 1NU,0.09,0.06
MK18 1JN,0.11,0.07
MK18 1JP,0.11,0.07
MK18 1NQ,0.13,0.08
MK18 1GB,0.14,0.09
MK18 1NX,0.14,0.09
MK18 1BA,0.16,0.10
MK18 1UJ,0.16,0.10
MK18 1JX,0.16,0.10
MK18 1LA,0.16,0.10
MK18 1GD,0.17,0.10
MK18 1NS,0.17,0.10
MK18 1NR,0.17,0.11
MK18 1NJ,0.17,0.11
MK18 1NZ,0.18,0.11
MK18 1TD,0.18,0.11
MK18 1NW,0.18,0.11
MK18 1JT,0.18,0.11
MK18 1XG,0.19,0.12
MK18 1NG,0.20,0.12
MK18 1JU,0.20,0.12
MK18 1UW,0.20,0.13
MK18 1NP,0.21,0.13
MK18 1NL,0.21,0.13
MK18 1GA,0.21,0.13
MK18 1JZ,0.21,0.13
MK18 1FD,0.22,0.14
MK18 1XW,0.23,0.14
MK18 1UN,0.24,0.15
MK18 1EL,0.25,0.15
MK18 1NY,0.26,0.16
MK18 1HE,0.26,0.16
MK18 1JE,0.26,0.16
MK18 1HF,0.27,0.17
MK18 1GU,0.27,0.17
MK18 1EQ,0.27,0.17
MK18 1HL,0.28,0.17
MK18 1BP,0.28,0.18
MK18 1PD,0.29,0.18
MK18 1ND,0.29,0.18
MK18 1NB,0.29,0.18
MK18 1EH,0.29,0.18
MK18 1GT,0.30,0.18
MK18 1EW,0.30,0.18
MK18 1HG,0.30,0.19
MK18 1PB,0.31,0.19
MK18 1UP,0.32,0.20
MK18 1BS,0.32,0.20
MK18 1GP,0.32,0.20
MK18 1EN,0.32,0.20
MK18 1LB,0.33,0.20
MK18 1EY,0.33,0.21
MK18 1AF,0.34,0.21
MK18 1NA,0.34,0.21
MK18 1EX,0.35,0.21
MK18 1EU,0.35,0.22
MK18 1LY,0.35,0.22
MK18 1HD,0.35,0.22
MK18 1AG,0.35,0.22
MK18 1HB,0.36,0.23
MK18 1EZ,0.37,0.23
MK18 1LZ,0.38,0.23
MK18 1PX,0.38,0.24
MK18 1AQ,0.38,0.24
MK18 1WE,0.38,0.24
MK18 1LU,0.38,0.24
MK18 1LG,0.39,0.24
MK18 1HA,0.40,0.25
MK18 1WD,0.40,0.25
MK18 1LT,0.41,0.25
MK18 1GN,0.41,0.26
MK18 1BT,0.42,0.26
MK18 1HH,0.42,0.26
MK18 1SS,0.43,0.26
MK18 1DG,0.43,0.26
MK18 1BU,0.43,0.27
MK18 1EP,0.44,0.27
MK18 1LD,0.44,0.27
MK18 1LQ,0.44,0.27
MK18 1BD,0.45,0.28
MK18 1ET,0.45,0.28
MK18 1BG,0.46,0.28
MK18 1PJ,0.46,0.28
MK18 1PF,0.46,0.29
MK18 1BB,0.46,0.29
MK18 1HP,0.47,0.29
MK18 1XL,0.47,0.29
MK18 1PY,0.47,0.29
MK18 1HS,0.47,0.29
MK18 1LE,0.47,0.29
MK18 1UQ,0.47,0.29
MK18 1SD,0.48,0.30
MK18 1LX,0.48,0.30
MK18 1LJ,0.48,0.30
MK18 1AH,0.48,0.30
MK18 1ER,0.49,0.30
MK18 1LH,0.49,0.30
MK18 1LS,0.49,0.30
MK18 1ES,0.49,0.31
MK18 1AP,0.49,0.31
MK18 1BX,0.50,0.31
MK18 1SN,0.50,0.31
MK18 1PE,0.50,0.31
MK18 1PH,0.50,0.31
MK18 1LL,0.51,0.32
MK18 1BQ,0.52,0.32
MK18 1UB,0.53,0.33
MK18 1LN,0.53,0.33
MK18 1PG,0.53,0.33
MK18 1GR,0.53,0.33
MK18 1HU,0.54,0.33
MK18 1PT,0.54,0.33
MK18 1LW,0.54,0.33
MK18 1HT,0.54,0.33
MK18 1TP,0.54,0.33
MK18 1GW,0.54,0.33
MK18 1BY,0.54,0.34
MK18 1DA,0.55,0.34
MK18 7BF,0.55,0.34
MK18 1SF,0.55,0.34
MK18 1GL,0.55,0.34
MK18 1UE,0.55,0.34
MK18 1GS,0.55,0.34
MK18 1GJ,0.55,0.34
MK18 1PQ,0.56,0.35
MK18 1TR,0.56,0.35
MK18 1AZ,0.57,0.35
MK18 1AS,0.57,0.36
MK18 1LF,0.58,0.36
MK18 1LP,0.58,0.36
MK18 1DB,0.58,0.36
MK18 7BP,0.58,0.36
MK18 1BZ,0.58,0.36
MK18 7AT,0.58,0.36
MK18 1HZ,0.58,0.36
MK18 1GX,0.58,0.36
MK18 1UA,0.59,0.37
MK18 1WB,0.59,0.37
MK18 1AJ,0.60,0.37
MK18 1AY,0.60,0.37
MK18 1DD,0.61,0.38
MK18 7AD,0.61,0.38
MK18 1JF,0.61,0.38
MK18 1BE,0.61,0.38
MK18 1TS,0.61,0.38
MK18 1HX,0.61,0.38
MK18 1UF,0.62,0.38
MK18 1LR,0.62,0.38
MK18 1XN,0.62,0.39
MK18 7BH,0.62,0.39
MK18 1EE,0.63,0.39
MK18 1XF,0.63,0.39
MK18 1TX,0.65,0.40
MK18 1PR,0.65,0.41
MK18 1TY,0.65,0.41
MK18 1WH,0.66,0.41
MK18 1HY,0.66,0.41
MK18 1TU,0.67,0.41
MK18 1FE,0.67,0.41
MK18 1TT,0.67,0.42
MK18 1PS,0.67,0.42
MK18 1UD,0.68,0.42
MK18 1TZ,0.68,0.42
MK18 1AR,0.68,0.42
MK18 1EA,0.69,0.43
MK18 1AW,0.69,0.43
MK18 7BT,0.69,0.43
MK18 1WU,0.69,0.43
MK18 1UG,0.70,0.43
MK18 1AT,0.70,0.43
MK18 1WX,0.70,0.44
MK18 1DQ,0.70,0.44
MK18 1BF,0.71,0.44
MK18 1JR,0.71,0.44
MK18 1XA,0.71,0.44
MK18 1EG,0.71,0.44
MK18 1TW,0.72,0.44
MK18 7BU,0.72,0.45
MK18 1GY,0.72,0.45
MK18 1PL,0.73,0.45
MK18 7BQ,0.74,0.46
MK18 1AU,0.74,0.46
MK18 7BS,0.74,0.46
MK18 1AL,0.74,0.46
MK18 1UU,0.75,0.47
MK18 7HT,0.75,0.47
MK18 1XD,0.76,0.47
MK18 1UX,0.76,0.47
MK18 1WW,0.77,0.48
MK18 1DY,0.77,0.48
MK18 7DA,0.77,0.48
MK18 1XR,0.77,0.48
MK18 1JY,0.77,0.48
MK18 1PN,0.78,0.49
MK18 7HS,0.78,0.49
MK18 1SA,0.79,0.49
MK18 1UZ,0.79,0.49
MK18 1XB,0.79,0.49
MK18 7BJ,0.79,0.49
MK18 1UY,0.81,0.50
MK18 6AA,0.81,0.50
MK18 1JD,0.81,0.50
MK18 1AE,0.82,0.51
MK18 1DX,0.82,0.51
MK18 1XE,0.82,0.51
MK18 1TE,0.83,0.51
MK18 7AY,0.83,0.51
MK18 7BE,0.83,0.51
MK18 1AD,0.83,0.52
MK18 1DU,0.83,0.52
MK18 7HU,0.83,0.52
MK18 1AX,0.83,0.52
MK18 7BB,0.83,0.52
MK18 7BA,0.84,0.52
MK18 1GE,0.84,0.52
MK18 1YJ,0.85,0.53
MK18 7HR,0.85,0.53
MK18 1SJ,0.85,0.53
MK18 1DZ,0.85,0.53
MK18 7EF,0.86,0.54
MK18 1GF,0.86,0.54
MK18 7AX,0.87,0.54
MK18 7EB,0.87,0.54
MK18 1FL,0.87,0.54
MK18 1SU,0.87,0.54
MK18 1RA,0.87,0.54
MK18 1YW,0.88,0.54
MK18 1FY,0.88,0.55
MK18 1YR,0.88,0.55
MK18 7BL,0.88,0.55
MK18 1XP,0.89,0.55
MK18 1GH,0.89,0.55
MK18 7HP,0.90,0.56
MK18 1DW,0.90,0.56
MK18 7BG,0.90,0.56
MK18 1YQ,0.90,0.56
MK18 1FZ,0.90,0.56
MK18 1YA,0.91,0.56
MK18 1RU,0.91,0.56
MK18 1NF,0.91,0.56
MK18 1TJ,0.91,0.57
MK18 1DE,0.92,0.57
MK18 1DF,0.92,0.57
MK18 1JA,0.92,0.57
MK18 1DL,0.92,0.57
MK18 1GG,0.92,0.57
MK18 1PW,0.92,0.57
MK18 7DB,0.93,0.58
MK18 1YL,0.93,0.58
MK18 7BN,0.93,0.58
MK18 1DP,0.93,0.58
MK18 1YS,0.94,0.58
MK18 7DD,0.94,0.58
MK18 7EA,0.95,0.59
MK18 7HZ,0.95,0.59
MK18 1WG,0.96,0.60
MK18 7ED,0.96,0.60
MK18 1RJ,0.96,0.60
MK18 1YH,0.96,0.60
MK18 1HR,0.97,0.60
MK18 7BD,0.97,0.60
MK18 7DH,0.97,0.60
MK18 1YN,0.97,0.60
MK18 1JH,0.97,0.60
MK18 1JB,0.97,0.60
MK18 1JQ,0.97,0.60
MK18 7AB,0.97,0.61
MK18 1GQ,0.97,0.61
MK18 1EJ,0.98,0.61
MK18 1BW,0.98,0.61
MK18 1DT,0.98,0.61
MK18 1FQ,0.98,0.61
MK18 7EE,0.99,0.61
MK18 7EG,0.99,0.61
MK18 1FP,0.99,0.62
MK18 1DR,0.99,0.62
MK18 1EB,0.99,0.62
MK18 1AN,0.99,0.62
MK18 1JG,1.00,0.62
MK18 7BW,1.00,0.62
MK18 7EH,1.00,0.62
MK18 1DS,1.01,0.63
MK18 1DH,1.01,0.63
MK18 7DF,1.01,0.63
MK18 1SE,1.02,0.63
MK18 7EJ,1.03,0.64
MK18 1DJ,1.03,0.64
MK18 1PP,1.04,0.64
MK18 7EZ,1.04,0.65
MK18 1FT,1.04,0.65
MK18 1FR,1.06,0.66
MK18 7DL,1.06,0.66
MK18 1FF,1.08,0.67
MK18 7EL,1.08,0.67
MK18 7DE,1.08,0.67
MK18 7HX,1.08,0.67
MK18 1FS,1.08,0.67
MK18 1DN,1.08,0.67
MK18 7ER,1.09,0.67
MK18 7EQ,1.09,0.68
MK18 1FH,1.10,0.68
MK18 1WJ,1.10,0.69
MK18 1JJ,1.11,0.69
MK18 1YT,1.12,0.69
MK18 1SG,1.12,0.69
MK18 1FG,1.12,0.70
MK18 7AS,1.13,0.70
MK18 1WF,1.13,0.70
MK18 1HQ,1.14,0.71
MK18 1BL,1.14,0.71
MK18 1FN,1.14,0.71
MK18 7EX,1.15,0.71
MK18 7EW,1.15,0.72
MK18 1BN,1.16,0.72
MK18 7EY,1.16,0.72
MK18 7EN,1.16,0.72
MK18 1QA,1.16,0.72
MK18 1ED,1.16,0.72
MK18 1FU,1.17,0.72
MK18 7EP,1.17,0.73
MK18 7ET,1.17,0.73
MK18 1BJ,1.17,0.73
MK18 7HD,1.17,0.73
MK18 1FW,1.20,0.74
MK18 1FJ,1.20,0.75
MK18 1YD,1.21,0.75
MK18 1US,1.21,0.75
MK18 1FA,1.21,0.75
MK18 1HW,1.21,0.75
MK18 1UT,1.22,0.75
MK18 1RW,1.22,0.76
MK18 7ES,1.23,0.76
MK18 7AU,1.24,0.77
MK18 1ST,1.24,0.77
MK18 1XZ,1.24,0.77
MK18 1QB,1.25,0.78
MK18 7HL,1.25,0.78
MK18 1YB,1.26,0.78
MK18 1FX,1.26,0.78
MK18 7HH,1.27,0.79
MK18 1RN,1.27,0.79
MK18 7HB,1.27,0.79
MK18 7EU,1.28,0.80
MK18 1RL,1.28,0.80
MK18 7HA,1.29,0.80
MK18 7DP,1.30,0.81
MK18 1SH,1.30,0.81
MK18 1XU,1.32,0.82
MK18 1QD,1.32,0.82
MK18 7HJ,1.33,0.83
MK18 1AB,1.33,0.83
MK18 7JH,1.36,0.85
MK18 7JB,1.36,0.85
MK18 1RY,1.37,0.85
MK18 1TL,1.37,0.85
MK18 7JL,1.38,0.85
MK18 7JA,1.38,0.86
MK18 1QF,1.38,0.86
MK18 7DU,1.39,0.86
MK18 1RH,1.40,0.87
MK18 1PA,1.40,0.87
MK18 1TG,1.43,0.89
MK18 7DR,1.43,0.89
MK18 7JJ,1.43,0.89
MK18 1SQ,1.44,0.90
MK18 1SR,1.44,0.90
MK18 1RQ,1.45,0.90
MK18 1XT,1.46,0.91
MK18 1RT,1.47,0.91
MK18 1QE,1.48,0.92
MK18 1UL,1.48,0.92
MK18 7DS,1.49,0.93
MK18 1PZ,1.50,0.93
MK18 1QG,1.50,0.93
MK18 7SD,1.50,0.93
MK18 1RZ,1.51,0.94
MK18 7RT,1.51,0.94
MK18 7RQ,1.51,0.94
MK18 1RG,1.52,0.95
MK18 1WL,1.52,0.95
MK18 1WA,1.52,0.95
MK18 7RU,1.53,0.95
MK18 1TB,1.54,0.95
MK18 7RH,1.54,0.96
MK18 1QT,1.54,0.96
MK18 1QU,1.54,0.96
MK18 7SF,1.55,0.96
MK18 1RF,1.55,0.96
MK18 1QS,1.56,0.97
MK18 1QN,1.56,0.97
MK18 1FB,1.57,0.97
MK18 1BH,1.57,0.97
MK18 7QA,1.57,0.98
MK18 1UH,1.57,0.98
MK18 7RL,1.57,0.98
MK18 1QL,1.57,0.98
MK18 1QW,1.57,0.98
MK18 7RG,1.57,0.98
MK18 7RJ,1.59,0.99
MK18 1XJ,1.60,0.99
MK18 1QR,1.60,1.00
MK18 7SE,1.61,1.00
MK18 7RS,1.61,1.00
MK18 1TF,1.62,1.01
MK18 1RB,1.62,1.01
MK18 7RW,1.62,1.01
MK18 7RN,1.63,1.01
MK18 1QP,1.63,1.01
MK18 1SL,1.64,1.02
MK18 7RA,1.64,1.02
MK18 1QQ,1.65,1.02
MK18 1HJ,1.65,1.02
MK18 6AB,1.65,1.03
MK18 1QX,1.65,1.03
MK18 7RZ,1.65,1.03
MK18 1QJ,1.66,1.03
MK18 1RD,1.66,1.03
MK18 1TH,1.66,1.03
MK18 1QY,1.66,1.03
MK18 1QZ,1.68,1.04
MK18 7RX,1.68,1.05
MK18 7RB,1.69,1.05
MK18 1RE,1.69,1.05
MK18 1RX,1.70,1.06
MK18 1QH,1.70,1.06
MK18 7RR,1.70,1.06
MK18 7RY,1.73,1.08
MK18 1HN,1.74,1.08
MK18 7RF,1.74,1.08
MK18 1TN,1.75,1.09
MK18 7RP,1.75,1.09
MK18 7RD,1.76,1.09
MK18 7SA,1.76,1.09
MK18 6AG,1.77,1.10
MK18 7SB,1.77,1.10
MK18 7RE,1.78,1.11
MK18 1SZ,1.82,1.13
MK18 1SP,1.84,1.15
MK18 7AR,1.96,1.22
MK18 4AA,1.99,1.24
MK18 1SW,1.99,1.24
MK18 5JG,2.05,1.27
MK18 5JE,2.05,1.28
MK18 4AB,2.08,1.29
MK18 5JF,2.08,1.30
MK18 5JP,2.10,1.30
MK18 5JH,2.13,1.33
MK18 4FD,2.16,1.34
MK18 4BL,2.17,1.35
MK18 4BU,2.17,1.35
MK18 4DF,2.18,1.35
MK18 5JN,2.19,1.36
MK18 5JJ,2.21,1.37
MK18 6AD,2.26,1.40
MK18 5JL,2.26,1.41
MK18 4AE,2.30,1.43
MK18 4JB,2.42,1.50
MK18 4BP,2.48,1.54
MK18 6AH,2.48,1.54
MK18 6AE,2.54,1.58
MK18 4JQ,2.60,1.62
MK18 4BS,2.62,1.63
MK18 4JD,2.65,1.65
MK18 7DT,2.69,1.67
MK18 5AA,2.71,1.68
MK18 4JE,2.71,1.69
MK18 4JG,2.73,1.70
MK18 4HJ,2.77,1.72
MK18 4JH,2.77,1.72
MK18 5EG,2.78,1.73
MK18 4BT,2.80,1.74
MK18 4HU,2.81,1.75
MK18 4HY,2.82,1.75
MK18 5EQ,2.82,1.75
MK18 4HZ,2.87,1.78
MK18 4HX,2.87,1.78
MK18 4HL,2.89,1.79
MK18 4DG,2.91,1.81
MK18 5BZ,2.92,1.82
MK18 1TA,2.93,1.82
MK18 5EY,2.95,1.83
MK18 4HN,2.96,1.84
MK18 7DX,2.97,1.85
MK18 4HR,2.99,1.86
MK18 4FG,2.99,1.86
MK18 4HW,3.00,1.87
MK18 4JF,3.01,1.87
MK18 4HP,3.01,1.87
MK18 4HS,3.03,1.88
MK18 4HT,3.08,1.91
MK18 4JJ,3.18,1.97
MK18 5AB,3.25,2.02
MK18 2AB,3.30,2.05
MK18 5DN,3.35,2.08
MK18 4DN,3.41,2.12
MK18 5HL,3.42,2.12
MK18 5EE,3.43,2.13
MK18 4RB,3.43,2.13
MK18 5HQ,3.44,2.14
MK18 5HJ,3.45,2.14
MK18 5HX,3.46,2.15
MK18 5AE,3.46,2.15
MK18 5EX,3.50,2.18
MK18 5AD,3.54,2.20
MK18 5HH,3.55,2.20
MK18 5HN,3.59,2.23
MK18 4HF,3.60,2.23
MK18 5HG,3.63,2.26
MK18 5BN,3.66,2.28
MK18 5HA,3.67,2.28
MK18 5HW,3.69,2.29
MK18 5HB,3.71,2.30
MK18 5HD,3.73,2.32
MK18 4AF,3.75,2.33
MK18 5BW,3.76,2.34
MK18 5HP,3.76,2.34
MK18 2AA,3.76,2.34
MK18 5HE,3.77,2.35
MK18 5HR,3.78,2.35
MK18 5ED,3.79,2.35
MK18 5GZ,3.80,2.36
MK18 2AH,3.82,2.38
MK18 5HF,3.83,2.38
MK18 4NE,3.84,2.38
MK18 5HS,3.91,2.43
MK18 5DA,3.91,2.43
MK18 5DJ,3.92,2.43
MK18 2ED,3.93,2.44
MK18 5HZ,3.94,2.45
MK18 5HU,3.94,2.45
MK18 2EB,3.94,2.45
MK18 5DF,3.96,2.46
MK18 2AJ,3.96,2.46
MK18 2BB,3.99,2.48
MK18 4QY,4.00,2.49
MK18 4NB,4.01,2.49
MK18 2BD,4.01,2.49
MK18 4RE,4.01,2.49
MK18 4NF,4.02,2.50
MK18 2AL,4.02,2.50
MK18 2FT,4.03,2.50
MK18 2BE,4.04,2.51
MK18 5EH,4.04,2.51
MK18 5DE,4.04,2.51
MK18 4NG,4.05,2.51
MK18 4RA,4.05,2.52
MK18 2BP,4.05,2.52
MK18 4NW,4.05,2.52
MK18 2BG,4.06,2.52
MK18 2AN,4.06,2.52
MK18 2BA,4.06,2.52
MK18 2AP,4.07,2.53
MK18 2AY,4.08,2.53
MK18 4RQ,4.09,2.54
MK18 4PL,4.11,2.55
MK18 4RD,4.11,2.55
MK18 4PR,4.11,2.55
MK18 2BU,4.11,2.56
MK18 2BH,4.11,2.56
MK18 5DB,4.12,2.56
MK18 2BQ,4.12,2.56
MK18 4QZ,4.12,2.56
MK18 2BJ,4.13,2.57
MK18 4NP,4.13,2.57
MK18 2AZ,4.13,2.57
MK18 2AW,4.14,2.57
MK18 4PJ,4.14,2.57
MK18 5DH,4.14,2.57
MK18 2AX,4.14,2.57
MK18 2BT,4.15,2.58
MK18 5DY,4.15,2.58
MK18 5DD,4.16,2.58
MK18 2DB,4.17,2.59
MK18 4QU,4.18,2.59
MK18 4QX,4.18,2.60
MK18 2DD,4.18,2.60
MK18 5EF,4.19,2.61
MK18 2BX,4.20,2.61
MK18 2DE,4.20,2.61
MK18 2BF,4.21,2.62
MK18 4NR,4.24,2.64
MK18 4QR,4.25,2.64
MK18 4LQ,4.25,2.64
MK18 4PD,4.25,2.64
MK18 2DA,4.26,2.64
MK18 4QP,4.26,2.64
MK18 4NH,4.26,2.65
MK18 4PP,4.27,2.65
MK18 4QN,4.28,2.66
MK18 4QS,4.28,2.66
MK18 2BL,4.30,2.67
MK18 4QW,4.30,2.67
MK18 2AR,4.30,2.68
MK18 4PH,4.31,2.68
MK18 5NN,4.31,2.68
MK18 2EA,4.31,2.68
MK18 4NN,4.32,2.68
MK18 4DE,4.32,2.69
MK18 4QL,4.32,2.69
MK18 5EZ,4.35,2.70
MK18 4QJ,4.36,2.71
MK18 4NL,4.36,2.71
MK18 2DF,4.36,2.71
MK18 2AE,4.37,2.72
MK18 4RH,4.37,2.72
MK18 5DR,4.37,2.72
MK18 5DP,4.38,2.72
MK18 2AG,4.38,2.72
MK18 2DZ,4.38,2.72
MK18 5NW,4.38,2.72
MK18 2BS,4.39,2.73
MK18 4QH,4.40,2.73
MK18 2AQ,4.40,2.73
MK18 2GW,4.41,2.74
MK18 4QF,4.42,2.75
MK18 4QQ,4.44,2.76
MK18 2GT,4.44,2.76
MK18 2AS,4.45,2.76
MK18 4QE,4.46,2.77
MK18 5NR,4.46,2.77
MK18 5DQ,4.47,2.78
MK18 4NY,4.47,2.78
MK18 2AT,4.48,2.78
MK18 4DD,4.49,2.79
MK18 5DS,4.50,2.79
MK18 4QG,4.51,2.80
MK18 4NS,4.51,2.81
MK18 2DH,4.52,2.81
MK18 4QD,4.53,2.81
MK18 5AW,4.53,2.81
MK18 4QB,4.54,2.82
MK18 4QA,4.54,2.82
MK18 5DT,4.54,2.82
MK18 5DU,4.55,2.82
MK18 2AU,4.55,2.83
MK18 4BX,4.55,2.83
MK18 4NX,4.56,2.83
MK18 5NS,4.56,2.83
MK18 4NT,4.57,2.84
MK18 2DG,4.57,2.84
MK18 4PZ,4.58,2.84
MK18 4PA,4.58,2.85
MK18 4NU,4.61,2.86
MK18 4DW,4.62,2.87
MK18 4PT,4.62,2.87
MK18 4PS,4.62,2.87
MK18 2DQ,4.63,2.87
MK18 4BY,4.63,2.87
MK18 5DX,4.63,2.88
MK18 4RF,4.65,2.89
MK18 5NP,4.70,2.92
MK18 4RL,4.70,2.92
MK18 2HP,4.71,2.92
MK18 4PF,4.71,2.92
MK18 4BD,4.72,2.93
MK18 5JZ,4.73,2.94
MK18 2DL,4.76,2.96
MK18 2DJ,4.78,2.97
MK18 2BW,4.78,2.97
MK18 2DW,4.80,2.98
MK18 5AF,4.80,2.98
MK18 5EB,4.81,2.99
MK18 2DN,4.82,2.99
MK18 5NU,4.82,2.99
MK17 0HE,4.82,3.00
MK18 5NX,4.82,3.00
MK18 5LA,4.88,3.03
MK18 4PQ,4.91,3.05
MK18 4HB,4.92,3.06
MK18 5JY,4.94,3.07
MK18 2DR,4.96,3.08
MK18 5LD,4.98,3.09
MK18 2DP,5.02,3.12
MK18 4DA,5.07,3.15
MK18 2GF,5.10,3.17
MK18 4BZ,5.10,3.17
MK18 5NY,5.11,3.18
MK18 5JX,5.12,3.18
MK18 2DS,5.13,3.19
MK18 2JL,5.13,3.19
MK18 2EH,5.14,3.19
MK18 2DT,5.21,3.24
MK18 2DU,5.22,3.24
MK18 5NA,5.23,3.25
MK18 4ND,5.26,3.27
MK18 2HS,5.27,3.27
MK18 4JA,5.27,3.28
MK18 2BN,5.30,3.29
MK18 4DB,5.32,3.31
MK18 2DX,5.33,3.31
MK18 5AG,5.36,3.33
MK18 5AN,5.38,3.34
MK18 5NB,5.39,3.35
MK18 5LF,5.41,3.36
MK18 5LE,5.43,3.37
MK18 4JT,5.45,3.39
MK18 5EA,5.45,3.39
MK18 2JN,5.46,3.39
MK18 2HY,5.46,3.39
MK18 2JJ,5.46,3.39
MK18 5AH,5.47,3.40
MK18 5NZ,5.47,3.40
MK18 5LG,5.48,3.41
MK18 5AJ,5.50,3.42
MK18 2JH,5.50,3.42
MK18 2JQ,5.51,3.42
MK18 2HU,5.51,3.43
MK18 2HZ,5.52,3.43
MK18 4NA,5.53,3.43
MK18 5AQ,5.54,3.44
MK18 2JG,5.55,3.45
MK18 2JF,5.55,3.45
MK18 5LB,5.55,3.45
MK18 2HX,5.56,3.45
MK18 5AL,5.57,3.46
MK18 4LY,5.59,3.47
MK18 2HT,5.59,3.47
MK18 2GE,5.62,3.49
MK18 2EJ,5.62,3.49
MK18 2JA,5.65,3.51
MK18 4JS,5.65,3.51
MK18 4JR,5.65,3.51
MK17 0HF,5.66,3.52
MK17 0LH,5.66,3.52
MK18 4LJ,5.68,3.53
MK19 6DE,5.68,3.53
MK17 0HG,5.70,3.54
MK17 0HD,5.71,3.54
MK18 4LX,5.72,3.55
MK18 4LU,5.72,3.55
MK18 4AT,5.72,3.56
MK17 0HQ,5.73,3.56
MK18 2JD,5.75,3.57
MK18 5PA,5.77,3.59
MK17 0HJ,5.77,3.59
MK18 4AG,5.79,3.60
MK18 4LT,5.79,3.60
MK18 4LG,5.82,3.62
MK18 5AT,5.82,3.62
MK18 5AP,5.84,3.63
MK18 4LN,5.84,3.63
MK18 4DH,5.86,3.64
MK18 4LS,5.86,3.64
MK18 4LL,5.87,3.65
MK18 4LP,5.88,3.66
MK18 4BH,5.90,3.67
MK18 4LH,5.92,3.68
MK17 0NU,5.94,3.69
MK18 4LR,5.99,3.72
MK17 0NX,5.99,3.72
MK18 4AW,5.99,3.72
MK18 4AN,6.01,3.73
MK18 5LU,6.01,3.74
MK18 5LT,6.02,3.74
MK18 5BL,6.02,3.74
MK18 5AU,6.03,3.74
MK18 4AR,6.05,3.76
MK18 5AS,6.06,3.76
MK17 0HW,6.06,3.77
MK18 4NQ,6.06,3.77
MK18 5LX,6.09,3.78
MK18 4AP,6.09,3.79
MK18 2DY,6.11,3.79
MK18 5ND,6.11,3.80
MK18 4DU,6.15,3.82
MK19 6DA,6.19,3.84
MK18 5LY,6.23,3.87
MK18 4BE,6.24,3.88
MK18 5LZ,6.26,3.89
MK18 4BG,6.26,3.89
